"","DF$name","Sieges","V1","Name1","Nat1","SiegeOb1","Perc1","V2","Name2","Nat2","SiegeOb2","Perc2","V3","Name3","Nat3","SiegeOb3","Perc3","V4","Name4","Nat4","SiegeOb4","Perc4","V5","Name5","Nat5","SiegeOb5","Perc5","V6","Name6","Nat6","SiegeOb6","Perc6","V7","Name7","Nat7","SiegeOb7","Perc7","V8","Name8","Nat8","SiegeOb8","Perc8","V9","Name9","Nat9","SiegeOb9","Perc9","V10","Name10","Nat10","SiegeOb10","Perc10","V11","Name11","Nat11","SiegeOb11","Perc11","V12","Name12","Nat12","SiegeOb12","Perc12","V13","Name13","Nat13","SiegeOb13","Perc13","V14","Name14","Nat14","SiegeOb14","Perc14","V15","Name15","Nat15","SiegeOb15","Perc15"
"212","منزل عبد الرحمان",18,964,"Ennahdha","Liste partisane",5,"13.99%",671,"Courant Démocrate","Liste partisane",4,"19.38%",622,"Union Civile","Liste de coalition",3,"20.91%",503,"Nidaa Tounes","Liste partisane",3,"30.04%",449,"Front Populaire","Liste de coalition",3,"15.67%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","منزل جميل",24,1399,"Ennahdha","Liste partisane",7,"24.25%",1147,"Maa Baadhna Khyr","Liste indépendante",6,"25.29%",1100,"Al'Iinjaz","Liste indépendante",6,"9.55%",457,"Nidaa Tounes","Liste partisane",3,"30.84%",433,"Rihan Alshabab","Liste indépendante",2,"10.07%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","رفراف",18,1394,"Ennahdha","Liste partisane",11,"12.60%",638,"Nidaa Tounes","Liste partisane",5,"59.96%",293,"Alkhayr Liljamye","Liste indépendante",2,"27.44%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","غار الملح",12,944,"Ennahdha","Liste partisane",7,"24.47%",405,"Afek Tounes","Liste partisane",3,"57.04%",306,"Nidaa Tounes","Liste partisane",2,"18.49%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","رأس الجبل",24,1469,"Ennahdha","Liste partisane",7,"4.57%",1059,"Ras Aljabal Mataana El Kol","Liste indépendante",5,"21.49%",829,"AL IRADA","Liste partisane",4,"5.74%",559,"Nidaa Tounes","Liste partisane",3,"16.83%",503,"Machrouu Tounes","Liste partisane",3,"29.82%",283,"Afek Tounes","Liste partisane",1,"10.21%",225,"Front Populaire","Liste de coalition",1,"11.35%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","عوسجة",18,1153,"Al'Amal","Liste indépendante",9,"47.74%",941,"Ennahdha","Liste partisane",7,"38.96%",321,"Nidaa Tounes","Liste partisane",2,"13.29%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","العالية",24,2326,"Ennahdha","Liste partisane",15,"15.09%",616,"Nidaa Tounes","Liste partisane",4,"63.47%",553,"Al Aalya Almustaqbal","Liste indépendante",4,"16.81%",170,"Union Populaire Républicaine","Liste partisane",1,"4.64%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","تينجة",18,1083,"Ennahdha","Liste partisane",6,"6.55%",872,"Almustaqila Lil Ruqye Bi Tinja","Liste indépendante",5,"26.55%",593,"Qayimat Al'Iiemar","Liste indépendante",3,"18.06%",379,"Nidaa Tounes","Liste partisane",2,"4.32%",215,"Union Civile","Liste de coalition",1,"32.98%",142,"Tinija Alyid Fel Alyid","Liste indépendante",1,"11.54%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","ماتلين",18,631,"Almatlyn Tajmaouna","Liste indépendante",6,"32.93%",629,"Ennahdha","Liste partisane",6,"15.40%",361,"Nidaa Tounes","Liste partisane",3,"32.83%",295,"Rabye Alhurrya","Liste indépendante",3,"18.84%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","سيدي ثابت",18,1241,"Ennahdha","Liste partisane",6,"9.44%",891,"Amal Sidi Thabet","Liste indépendante",4,"23.96%",884,"Nidaa Tounes","Liste partisane",4,"9.46%",352,"Courant Démocrate","Liste partisane",2,"33.37%",351,"Alwifaq","Liste indépendante",2,"23.77%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","قلعة الأندلس",24,1875,"Nidaa Tounes","Liste partisane",9,"14.88%",1436,"Ennahdha","Liste partisane",7,"4.11%",750,"Al'Iitilaf Almadani Biqalaat Alandalus","Liste indépendante",3,"11.15%",562,"Qayimat Al Oubour","Liste indépendante",3,"4.20%",212,"Afek Tounes","Liste partisane",1,"28.48%",207,"Alyd Fi Alyd Libina' Alghad","Liste indépendante",1,"37.19%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","حي التضامن",30,3651,"Ennahdha","Liste partisane",16,"12.88%",1773,"Nidaa Tounes","Liste partisane",8,"54.98%",855,"Courant Démocrate","Liste partisane",4,"5.44%",361,"Mouvement Du Peuple","Liste partisane",2,"26.70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","منيهلة",30,3337,"Ennahdha","Liste partisane",14,"9.28%",1591,"Nidaa Tounes","Liste partisane",7,"6.91%",646,"Almnihla Awalan","Liste indépendante",3,"47.95%",533,"Qayimat Nida' Alwajib","Liste indépendante",2,"22.86%",481,"Qayimat Naam Nstatye","Liste indépendante",2,"5.33%",371,"Parti Destourien Libre Pdl","Liste partisane",2,"7.66%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","أريانة المدينة",36,11213,"Al'Afdhal","Liste indépendante",15,"2.94%",4846,"Nidaa Tounes","Liste partisane",6,"4.02%",4109,"Ennahdha","Liste partisane",6,"38.21%",1221,"Ariana Iinti W Ana","Liste indépendante",2,"1.95%",1205,"Qayimat Alward","Liste indépendante",2,"3.55%",1179,"Union Civile","Liste de coalition",2,"2.39%",1091,"Beni Watani","Liste partisane",1,"0.89%",1041,"Ariana Almezyana","Liste indépendante",1,"4.16%",1041,"Ariana Tlemna","Liste indépendante",1,"3.55%",864,"Front Populaire","Liste de coalition",0,"4.11%",702,"Ariana Fi Alqalb","Liste indépendante",0,"3.72%",571,"Alshumukh","Liste indépendante",0,"14.00%",261,"Ariana Fi Iyniina","Liste indépendante",0,"16.51%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","سكرة",36,3967,"Ennahdha","Liste partisane",10,"8.65%",3291,"Nidaa Tounes","Liste partisane",8,"6.34%",1849,"Sokra Emdinetna","Liste indépendante",5,"9.52%",1532,"Ithad Ahali Sokra","Liste indépendante",4,"10.87%",1342,"Awlad Sokra","Liste indépendante",4,"13.12%",1219,"Front Populaire","Liste de coalition",3,"28.15%",894,"Althiqa","Liste indépendante",2,"23.35%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","رواد",36,4377,"Ennahdha","Liste partisane",13,"7.85%",2097,"Nidaa Tounes","Liste partisane",6,"3.77%",1884,"Courant Démocrate","Liste partisane",5,"13.99%",1737,"Afek Tounes","Liste partisane",5,"15.17%",975,"Ryhana","Liste indépendante",3,"35.25%",878,"Machrouu Tounes","Liste partisane",3,"7.07%",468,"Shabab Raoued Alhur","Liste indépendante",1,"16.89%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","باردو",30,3457,"Ennahdha","Liste partisane",8,"6.37%",2534,"Nidaa Tounes","Liste partisane",6,"10.65%",1836,"Courant Démocrate","Liste partisane",4,"8.80%",1393,"Albadil Almadani Bi Bardou","Liste indépendante",3,"8.45%",1152,"Lkolna Bardou","Liste indépendante",3,"14.03%",1105,"Beni Watani","Liste partisane",2,"26.42%",833,"Front Populaire","Liste de coalition",2,"5.92%",774,"Machrouu Tounes","Liste partisane",2,"19.37%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","حلق الوادي",24,2540,"Nidaa Tounes","Liste partisane",8,"14.72%",1675,"Ennahdha","Liste partisane",5,"20.63%",1514,"Almuthabara W Al Tawasul","Liste indépendante",5,"22.83%",1080,"Al Nasr","Liste indépendante",4,"34.61%",529,"Union Populaire Républicaine","Liste partisane",2,"7.21%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","الكرم",30,2799,"Nidaa Tounes","Liste partisane",11,"11.83%",2284,"Ennahdha","Liste partisane",9,"18.71%",1369,"Rijal Nisa' W Shabab Alkram","Liste indépendante",6,"31.21%",866,"Bil 'Iirada Nanmou","Liste indépendante",4,"38.25%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","قرطاج",18,1044,"Nidaa Tounes","Liste partisane",4,"9.55%",924,"Hamat Carthage","Liste indépendante",3,"16.77%",822,"Ennahdha","Liste partisane",3,"18.94%",818,"Carthage Janna","Liste indépendante",3,"16.50%",805,"Ajyal","Liste partisane",3,"16.85%",466,"Carthage Alhuriya","Liste indépendante",2,"21.40%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","سيدي بو سعيد",12,1382,"Nidaa Tounes","Liste partisane",6,"9.71%",348,"Al Manara","Liste indépendante",2,"12.76%",339,"Sidi Bousaid 'Assala W Mustaqbal","Liste indépendante",1,"4.88%",265,"Union Civile","Liste de coalition",1,"12.43%",261,"Ennahdha","Liste partisane",1,"9.57%",133,"Al Ssalaah","Liste indépendante",1,"50.66%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","المرسى",30,4862,"Al Marsa Tatabadal","Liste indépendante",11,"2.58%",2873,"Alwan Almarsaa","Liste indépendante",7,"35.49%",2281,"Nidaa Tounes","Liste partisane",5,"20.97%",1558,"Ennahdha","Liste partisane",4,"7.20%",986,"Amal Almarsaa","Liste indépendante",2,"2.53%",441,"Courant Démocrate","Liste partisane",1,"3.22%",353,"Union Civile","Liste de coalition",0,"11.37%",346,"Houmat Almarsaa","Liste indépendante",0,"16.65%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","سيدي حسين",36,3374,"Ennahdha","Liste partisane",16,"6.93%",1719,"Nidaa Tounes","Liste partisane",8,"9.78%",748,"Sidi Hassin Alghad","Liste indépendante",4,"9.74%",745,"Sidi Hassin Awalan","Liste indépendante",4,"3.09%",530,"Altaoumouh W Al Tanmya","Liste indépendante",2,"44.13%",294,"Machrouu Tounes","Liste partisane",1,"3.85%",236,"El Binaa Al Watani","Liste partisane",1,"22.48%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","تونس",60,21656,"Ennahdha","Liste partisane",21,"6.13%",17015,"Nidaa Tounes","Liste partisane",17,"8.78%",8054,"Courant Démocrate","Liste partisane",8,"5.99%",5636,"Union Civile","Liste de coalition",6,"1.13%",3932,"Front Populaire","Liste de coalition",4,"2.07%",3841,"Madinati Tunis","Liste indépendante",4,"12.55%",1326,"AL IRADA","Liste partisane",0,"1.75%",1121,"El Binaa Al Watani","Liste partisane",0,"33.75%",862,"Union Populaire Républicaine","Liste partisane",0,"26.52%",726,"Shihab Al Madrasa","Liste indépendante",0,"1.34%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","الخليدية",18,944,"Ennahdha","Liste partisane",6,"3.69%",844,"Nidaa Tounes","Liste partisane",5,"17.60%",505,"Albina' W Al'Iislah W Altaamir","Liste indépendante",3,"16.41%",471,"Alkhlydiya Tajmaouna","Liste indépendante",3,"32.89%",106,"Al'Amal","Liste indépendante",1,"29.41%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","المحمدية",30,4455,"Ennahdha","Liste partisane",18,"4.96%",1136,"Nidaa Tounes","Liste partisane",5,"7.43%",914,"L'Initiative","Liste partisane",4,"60.00%",552,"Courant Démocrate","Liste partisane",2,"12.31%",368,"Front Populaire","Liste de coalition",1,"15.30%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","بن عروس",30,4275,"Ennahdha","Liste partisane",11,"6.18%",2697,"Nidaa Tounes","Liste partisane",7,"2.84%",1412,"Courant Démocrate","Liste partisane",4,"3.26%",1070,"Iilaa Alaamal","Liste indépendante",3,"7.26%",878,"Ben Arous Aljadida","Liste indépendante",2,"8.85%",747,"Front Populaire","Liste de coalition",2,"11.68%",394,"Al Houma","Liste indépendante",1,"2.27%",344,"Union Civile","Liste de coalition",0,"35.35%",275,"El Binaa Al Watani","Liste partisane",0,"22.30%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","الزهراء",24,2622,"Roaya","Liste indépendante",8,"5.83%",1446,"Ennahdha","Liste partisane",5,"17.46%",1370,"Alzzahra' Liljamye","Liste indépendante",4,"33.42%",1091,"Nidaa Tounes","Liste partisane",3,"18.43%",457,"Front Populaire","Liste de coalition",2,"4.86%",384,"Parti Destourien Libre Pdl","Liste partisane",1,"13.91%",381,"Machrouu Tounes","Liste partisane",1,"4.89%",94,"Parti Socialiste","Liste partisane",0,"1.20%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","بومهل البساتين",24,1801,"Ennahdha","Liste partisane",7,"10.51%",1336,"Alqayimat Almustaqila Boumhal Albsatyn 'Amana","Liste indépendante",5,"22.68%",1265,"Nidaa Tounes","Liste partisane",5,"14.77%",870,"Courant Démocrate","Liste partisane",4,"30.57%",619,"Union Civile","Liste de coalition",3,"21.47%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","حمام الأنف",24,2821,"Nidaa Tounes","Liste partisane",9,"3.97%",2365,"Ennahdha","Liste partisane",7,"5.28%",807,"Hamam Al'Anf Fi Inina","Liste indépendante",3,"5.76%",476,"Union Civile","Liste de coalition",1,"1.46%",436,"Front Populaire","Liste de coalition",1,"2.87%",328,"Alliance Des Forces Démocratiques","Liste de coalition",1,"9.77%",312,"Nabdh Hamam Al'Anf","Liste indépendante",1,"3.78%",267,"Parti Destourien Libre Pdl","Liste partisane",1,"1.11%",237,"Hamam Al'Anf Almansoura","Liste indépendante",0,"28.63%",121,"Alwifaq Al Fursan","Liste indépendante",0,"34.14%",92,"Nas Al Bilad","Liste indépendante",0,"3.23%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","حمام الشط",24,1667,"Madynatouna","Liste indépendante",7,"6.26%",1377,"Ennahdha","Liste partisane",5,"9.69%",1297,"Nidaa Tounes","Liste partisane",5,"26.83%",882,"Courant Démocrate","Liste partisane",3,"14.19%",602,"Altawasul","Liste indépendante",2,"22.16%",389,"Front Populaire","Liste de coalition",2,"20.87%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","مرناق",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","فوشانة",24,2444,"Ennahdha","Liste partisane",12,"6.80%",1168,"L'Initiative","Liste partisane",5,"10.58%",971,"Nidaa Tounes","Liste partisane",5,"3.76%",727,"Al'Amal","Liste indépendante",0,"3.99%",467,"Front Populaire","Liste de coalition",2,"4.12%",283,"El Binaa Al Watani","Liste partisane",0,"35.58%",277,"Machrouu Tounes","Liste partisane",0,"17.00%",274,"Alnazaha","Liste indépendante",0,"4.03%",258,"Aljyl Aljidyd","Liste indépendante",0,"14.14%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","فوشانة",24,1074,"Ennahdha","Liste partisane",9,"26.38%",796,"Almanara","Liste indépendante",6,"9.61%",537,"Nidaa Tounes","Liste partisane",4,"35.60%",320,"L'Initiative","Liste partisane",3,"10.61%",290,"Altahadi","Liste indépendante",2,"17.80%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","رادس",30,3536,"Rads Taaich","Liste indépendante",11,"10.44%",2622,"Ennahdha","Liste partisane",8,"36.74%",2461,"Nidaa Tounes","Liste partisane",8,"27.24%",1005,"Front Populaire","Liste de coalition",3,"25.57%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","مقرين",24,1679,"Alkafa'A","Liste indépendante",7,"28.77%",1214,"Ennahdha","Liste partisane",5,"15.61%",1029,"Nidaa Tounes","Liste partisane",4,"5.91%",911,"Almuwatina Al Massouula","Liste indépendante",4,"5.16%",357,"Megrin Lilruqey Almadanii","Liste indépendante",2,"6.12%",345,"Alsidq W Al'Iinjaz","Liste indépendante",1,"20.80%",301,"Megrin Al Tahadi","Liste indépendante",1,"17.63%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","المروج",36,4669,"Ennahdha","Liste partisane",12,"9.23%",2257,"Shabab Almourouj","Liste indépendante",6,"4.06%",2249,"Nidaa Tounes","Liste partisane",6,"5.79%",2214,"Courant Démocrate","Liste partisane",6,"15.44%",1349,"Front Populaire","Liste de coalition",3,"15.14%",847,"Al Mourouj Khadhra' W Jamila","Liste indépendante",2,"1.57%",594,"Union Civile","Liste de coalition",1,"31.94%",230,"El Binaa Al Watani","Liste partisane",0,"15.38%",211,"Union Populaire Républicaine","Liste partisane",0,"1.44%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","النفيضة",24,1813,"Nfidha Almustaqbal","Liste indépendante",7,"16.73%",1411,"Ennahdha","Liste partisane",5,"7.18%",1248,"Nidaa Tounes","Liste partisane",4,"3.54%",1153,"Front Populaire","Liste de coalition",4,"26.31%",495,"Alsafa","Liste indépendante",2,"4.72%",325,"Courant Démocrate","Liste partisane",1,"20.47%",244,"Nfidha Alghad Al'Afdal","Liste indépendante",1,"2.95%",203,"Machrouu Tounes","Liste partisane",0,"18.11%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","القريمات هيشر",18,1056,"Awlad Biladi","Liste indépendante",5,"28.25%",958,"Qayimat Al'Amal Almustaqila","Liste indépendante",5,"15.06%",652,"Ennahdha","Liste partisane",3,"25.63%",563,"Eyn Alhayat","Liste indépendante",3,"17.44%",509,"Nidaa Tounes","Liste partisane",2,"13.62%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","بوفيشة",24,2052,"Nidaa Tounes","Liste partisane",8,"7.78%",2009,"Ennahdha","Liste partisane",8,"3.35%",880,"Bouficha Al'Amal","Liste indépendante",3,"14.10%",486,"Aleamal Almustaqila","Liste indépendante",2,"2.18%",471,"Courant Démocrate","Liste partisane",2,"7.54%",209,"Bouficha","Liste indépendante",1,"32.18%",136,"Klna Tawansa","Liste indépendante",0,"32.87%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","حمام سوسة",42,6947,"Nidaa Tounes","Liste partisane",9,"6.21%",6473,"Ennahdha","Liste partisane",8,"3.24%",2998,"Parti Destourien Libre Pdl","Liste partisane",4,"1.64%",2967,"Soussa Liljimye","Liste indépendante",4,"2.15%",2165,"Courant Démocrate","Liste partisane",3,"0.98%",1864,"Front Populaire","Liste de coalition",2,"3.25%",1488,"Beni Watani","Liste partisane",2,"2.04%",1122,"Soussa Qawl Wafael","Liste indépendante",2,"9.89%",975,"Kolna Soussa","Liste indépendante",1,"3.74%",971,"Ahrar Susa","Liste indépendante",1,"4.96%",645,"Ezz Albilad","Liste indépendante",0,"7.21%",611,"Sawaeid Soussa","Liste indépendante",0,"21.57%",492,"Al'Iiqlae","Liste indépendante",0,"23.15%",294,"Hadharat Mawt","Liste indépendante",0,"9.99%",NA,NA,NA,NA,NA
"253","هرقلة",12,580,"Hargula Amena","Liste indépendante",3,"26.59%",559,"Al'Amal","Liste indépendante",3,"27.59%",525,"Nidaa Tounes","Liste partisane",3,"20.84%",438,"Ennahdha","Liste partisane",3,"24.98%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
